iter	Passed	Remaining
1050	26439	47621
1051	26473	47612
1052	26475	47545
1053	26538	47587
1054	26547	47533
1055	26553	47474
1056	26596	47481
1057	26636	47483
1058	26683	47496
1059	26685	47430
1060	26717	47416
1061	26719	47350
1062	26721	47283
1063	26722	47217
1064	26724	47151
1065	26735	47100
1066	26737	47034
1067	26738	46968
1068	26785	46980
1069	26823	46979
1070	26869	46990
1071	26904	46981
1072	26950	46994
1073	26978	46974
1074	26982	46912
1075	27044	46950
1076	27103	46984
1077	27105	46919
1078	27139	46908
1079	27143	46847
1080	27152	46795
1081	27186	46784
1082	27219	46773
1083	27224	46713
1084	27234	46662
1085	27295	46698
1086	27353	46729
1087	27383	46713
1088	27409	46689
1089	27482	46745
1090	27484	46680
1091	27490	46622
1092	27543	46645
1093	27546	46581
1094	27548	46517
1095	27606	46547
1096	27613	46491
1097	27650	46486
1098	27746	46580
1099	27817	46631
1100	27871	46655
1101	27873	46591
1102	27875	46527
1103	27877	46462
1104	27992	46587
1105	28038	46595
1106	28040	46532
1107	28076	46524
1108	28078	46460
1109	28130	46478
1110	28132	46414
1111	28171	46412
1112	28173	46347
1113	28228	46371
1114	28263	46361
1115	28313	46377
1116	28323	46327
1117	28369	46335
1118	28410	46334
1119	28412	46270
1120	28413	46206
1121	28454	46207
1122	28457	46144
1123	28459	46081
1124	28492	46069
1125	28512	46035
1126	28535	46005
1127	28544	45953
1128	28545	45890
1129	28550	45832
1130	28561	45784
1131	28612	45799
1132	28619	45745
1133	28635	45706
1134	28673	45700
1135	28712	45696
1136	28752	45695
1137	28800	45706
1138	28818	45669
1139	28851	45656
1140	28853	45594
1141	28897	45598
1142	28938	45597
1143	28940	45535
1144	28944	45477
1145	28946	45415
1146	28955	45364
1147	28987	45349
1148	29023	45341
1149	29025	45280
1150	29027	45218
1151	29080	45236
1152	29103	45207
1153	29146	45209
1154	29148	45149
1155	29150	45087
1156	29200	45101
1157	29238	45095
1158	29249	45047
1159	29250	44985
1160	29299	44996
1161	29342	44998
1162	29399	45021
1163	29452	45039
1164	29498	45045
1165	29545	45053
1166	29547	44992
1167	29581	44980
1168	29630	44990
1169	29632	44929
1170	29635	44870
1171	29637	44810
1172	29675	44803
1173	29712	44796
1174	29714	44736
1175	29716	44675
1176	29717	44614
1177	29720	44554
1178	29779	44581
1179	29793	44538
1180	29829	44529
1181	29831	44469
1182	29893	44499
1183	29927	44486
1184	29981	44503
1185	30047	44539
1186	30063	44499
1187	30100	44491
1188	30109	44443
1189	30149	44438
1190	30153	44382
1191	30163	44334
1192	30186	44305
1193	30189	44246
1194	30213	44220
1195	30226	44177
1196	30229	44119
1197	30231	44060
1198	30245	44018
1199	30246	43958
1200	30261	43918
1201	30302	43915
1202	30346	43917
1203	30360	43876
1204	30362	43818
1205	30408	43823
1206	30439	43806
1207	30486	43812
1208	30512	43787
1209	30523	43742
1210	30525	43683
1211	30558	43669
1212	30613	43686
1213	30688	43732
1214	30727	43726
1215	30729	43668
1216	30740	43623
1217	30742	43564
1218	30752	43517
1219	30754	43459
1220	30788	43446
1221	30798	43399
1222	30838	43395
1223	30840	43337
1224	30850	43291
1225	30852	43233
1226	30894	43232
1227	30938	43233
1228	30940	43175
1229	30980	43171
1230	30990	43125
1231	30992	43067
1232	30999	43017
1233	31047	43024
1234	31050	42967
1235	31087	42959
1236	31098	42914
1237	31100	42856
1238	31136	42847
1239	31181	42848
1240	31183	42791
1241	31222	42786
1242	31245	42758
1243	31289	42759
1244	31301	42715
1245	31302	42658
1246	31316	42617
1247	31318	42561
1248	31354	42551
1249	31396	42548
1250	31398	42492
1251	31444	42495
1252	31449	42442
1253	31451	42387
1254	31453	42330
1255	31457	42277
1256	31499	42274
1257	31501	42218
1258	31550	42226
1259	31569	42193
1260	31584	42154
1261	31602	42119
1262	31604	42063
1263	31625	42033
1264	31657	42018
1265	31720	42042
1266	31723	41989
1267	31776	42000
1268	31818	41998
1269	31820	41943
1270	31852	41926
1271	31904	41936
1272	31906	41881
1273	31916	41837
1274	31973	41853
1275	32004	41836
1276	32006	41781
1277	32008	41725
1278	32059	41735
1279	32061	41679
1280	32111	41687
1281	32149	41679
1282	32189	41672
1283	32235	41675
1284	32307	41711
1285	32321	41671
1286	32338	41636
1287	32342	41583
1288	32352	41539
1289	32412	41558
1290	32440	41537
1291	32470	41517
1292	32472	41463
1293	32490	41429
1294	32516	41405
1295	32551	41392
1296	32599	41396
1297	32607	41350
1298	32618	41306
1299	32620	41252
1300	32646	41228
1301	32672	41204
1302	32683	41161
1303	32685	41107
1304	32698	41067
1305	32700	41013
1306	32703	40960
1307	32705	40906
1308	32765	40925
1309	32767	40871
1310	32827	40890
1311	32867	40883
1312	32911	40881
1313	32913	40828
1314	32921	40782
1315	32950	40762
1316	33002	40770
1317	33016	40732
1318	33018	40678
1319	33020	40625
1320	33069	40629
1321	33088	40597
1322	33116	40575
1323	33118	40522
1324	33130	40481
1325	33143	40442
1326	33146	40389
1327	33149	40338
1328	33166	40303
1329	33208	40299
1330	33210	40246
1331	33247	40236
1332	33297	40242
1333	33299	40189
1334	33301	40136
1335	33341	40129
1336	33374	40114
1337	33420	40114
1338	33464	40112
1339	33487	40085
1340	33527	40077
1341	33529	40025
1342	33573	40023
1343	33575	39970
1344	33618	39967
1345	33636	39934
1346	33649	39894
1347	33693	39892
1348	33721	39871
1349	33763	39865
1350	33767	39815
1351	33806	39807
1352	33808	39755
1353	33827	39723
1354	33854	39701
1355	33856	39649
1356	33900	39646
1357	33909	39603
1358	33956	39603
1359	33976	39572
1360	34026	39577
1361	34061	39562
1362	34094	39547
1363	34097	39497
1364	34100	39446
1365	34130	39427
1366	34132	39376
1367	34172	39368
1368	34207	39354
1369	34250	39350
1370	34252	39299
1371	34254	39248
1372	34301	39248
1373	34303	39197
1374	34334	39178
1375	34388	39186
1376	34425	39175
1377	34446	39146
1378	34532	39190
1379	34576	39186
1380	34621	39184
1381	34626	39135
1382	34652	39112
1383	34660	39068
1384	34707	39068
1385	34728	39038
1386	34730	38987
1387	34741	38946
1388	34762	38917
1389	34772	38875
1390	34774	38824
1391	34824	38827
1392	34898	38857
1393	34962	38874
1394	35005	38870
1395	35007	38819
1396	35016	38776
1397	35061	38773
1398	35091	38753
1399	35128	38741
1400	35130	38691
1401	35132	38640
1402	35191	38653
1403	35241	38655
1404	35293	38660
1405	35402	38725
1406	35425	38698
1407	35430	38651
1408	35477	38650
1409	35479	38599
1410	35493	38562
1411	35551	38573
1412	35590	38562
1413	35592	38512
1414	35594	38461
1415	35634	38452
1416	35636	38403
1417	35639	38354
1418	35692	38358
1419	35741	38359
1420	35777	38345
